id,label,text
418,2,"Hi,  
I’m a girl and I could really use some outside perspective on this.

I moved to France about two years ago and started taking violin lessons — I’ve been thinking of pursuing a music career. I just turned 19, and the person I’m talking about is 26. I’ve dated older before (my ex was 23 when we were together), so the age gap itself isn’t the main issue.

This guy is in a teaching role. We started off with two group lessons, but switched to private sessions because the group schedule didn’t really work for me. Since then, it’s just been one-on-one.

At first I didn’t think too much of it, but over time I started catching feelings. It’s hard to explain why — maybe it’s the way we talk. He sends me memes sometimes that have nothing to do with our classes. They're more like private jokes. Lately, he’s been messaging less, but still.

He’ll occasionally bring up his ex — he’s done it twice — in random contexts. Like, “my ex said X,” That kind of comment. And during class, sometimes he’ll sit a little closer than necessary. Not in a way that someone else would call out, but I definitely notice it.

There was this one time he joked that I “owe him a drink” when I’m no longer his student.  
Also, he keeps teasing me with this running joke about me being a “mysterious kind of person” — or something like that. It’s always vague and playful, but it keeps coming up.

Here’s the part that’s messing with me:  
I found out through Facebook that he has a wife and a one-year-old daughter. On Instagram (where he messages me), there’s zero sign of any of that. No photos, no tags, no bio, nothing. He’s never brought it up once. Honestly, I only found out because I got curious and looked him up.

Now I don’t know what to think.  
Am I imagining this? Am I out of line for feeling like something’s going on?

I want to be 100% clear: there is no way I’d ever go after someone who’s married.  
If he has a kid? Okay. But a wife? No. That’s a line I won’t cross.

I just feel confused. Does he actually have feelings? Is he still with her and just hiding it? Or is there something else going on I don’t know about?

Any insight would mean a lot. I honestly don’t know what to make of this."
419,1,"I am a 28 woman who graduated with a degree in international relations and translation (I know they are weak degrees but I am not confident enough to pursue economics or business administration). I live in Europe I am not getting any internships or jobs. I know the market is tough but even for voluntary positions I am getting rejected.

I'd love to learn new things if I had an internship. I genuinely believed that I'd find a job and do something with my life. I thought I was as capable as everyone else. All of my friends are employed and I am the only one who is in doing a housekeeping job that I absolutely hate (too many rooms a day and can't even use my break).

My best attributes, physically and characteristically are suffering greatly due to my position. I look at myself in the mirror and can't really see the spark in my eyes or face.

I just wanted to vent here. I cry almost every day and I think that no one wants to give me a chance. I feel ignored by society. Going to Linkedin I see people bragging about their jobs and projects and it just leaves me insecure. I reach out to companies, employers, I network and ask for tips. It leads me nowhere.

I'm at a very low point in my life. A part of me thinks that I will never get a decent job and that I am destined to live an unfulfilled life. I have experience in administrative and organisational tasks, project maanagement, connecting with businesses and civil society actors.

I just don't know what else to do. I wish there was someone out there that could save me. Someone who could give me hope. But it's a child's play.

Anyway, thank you for reading and have a great day 🌟"
420,2,"Alright so this alwas previously posted on am i the ass hole but was removed because it exceeded the character limit so im posting it here, so thats why the language is a little off:

Alright so this is probably a case of me being easy to manipulate so without names im going to tell you guys about my ex and i's relationship.

So, i had been dating this guy who lets call Ship for about a year when i met my now other ex who we'll call Bunny (not kinky, he just gave me a fake bunny, and ship has a hobby for model ships) me and bunny were friends from about halfway through last school year through summer where i did some fucked up shit.

I dont want to get into what i did over the summer but it changed me and bunnies relationship so now he was really into me. I felt guilty for what i did and tried to make everything go back to normal (didnt work) and he managed to convince me to break up with ship around November to get with him. (Ship is a cool dude, and he was also thinking about breaking up with me because we weren't exactly comparable, me and ship are kinda friends.)

So, me and bunny started dating, which is when i learned alot about him. Within the first week he was already talking about getting married after highschool and how its always been a dream of his to be a father (first red flag i didnt see, but this is kinda me venting and wondering if i was manipulated into feeling like i am in the wrong) and he got really attached to me.

And i mean REALLY attached.

I knew he had some mental health problems at this point but i didn't know the extent until we got together. (Another point is that hes a devout Christian and im atheist, that'll come up later.) he became dependent on me, he was always at my house or i was at his and when we weren't we were always on call. Now for the most part I didn't mind but it was a little tiring to be on call 24/7 so i started asking to end the call a little early so i could relax and do my own thing for a while before i went to sleep. 

At this point its about during winter break, and he gets really depressed and starts talking about me not wanting to spend time with him. I try to ease his worries like i always did when he came to me with problems but he ended up having me stay on call every day for like an hour after i said i really needed to leave. When we were together it really wasn't much different, i am a little clingy myself but he took it to another level, he would have a panic attack if we were in the same room and he wasn't physically touching me which got annoying at times if i am being honest.

Now, at some point his problems started getting worse and when he was gone from school hed call me in the middle of class and have me go out in the hall so i could sooth his worries about me talking to people without him around.

Oh right, i forgot to say that because hes Christian he got mad at me whenever i cursed or made inappropriate jokes (were in highschool, i did it alot) so i at some point kind of stopped talking because i didn't want to make him upset. And at this point its nearing the time i broke up with him, he got mad and kicked a desk before storming out of class and i grabbed his stuff and followed him to the counselors office.

Once we were there i went into the counselors office with him and all three of us kind of had a talk about his religion and why he had an outburst that was apparently my fault. The counselor agreed with me and said it wasn't my job to help him through his religious crisis, especially when i know nothing about his faith as an atheist with pagan parents.

A couple weeks later of all of this he hits me out of my chair in class while i was playing a card game and screams at me about something i don't remember, so i break up with him through text. He tries talking to me multiple times and sends me messages through friends with his story changing on why he did it, saying it was an accident and stuff.

Theres more too it but i feel like those might get too personal, so am i an asshole or am i being manipulated into thinking i am because i honestly cant tell right now."
421,0,"There was a time when discourse meant an exchange of ideas, even controversial ones. Now, it's a minefield of performative sensitivity, where truth must pass through the filter of collective emotional fragility before it's allowed to exist.

We are not protecting people anymore, we are infantilizing them. We have constructed a culture that treats discomfort as violence and emotional fragility as a form of moral superiority. It is not.

Feelings are not sacred. Discomfort is not oppression. And offense is not an argument.

This is not progress. This is regression-social, intellectual, and moral.

We now ~~tolerate~~ *celebrate* a culture where the more emotionally unstable an individual claims to be, the more seriously we are meant to take their opinions. Where strength is suspect, but fragility commands authority. Where the claim of harm outweighs the content, context, or intent of what was said.

Worse still, this ideology demands not just empathy, but obedience. You are not asked merely to be kind-you are required to contort your language, your tone, even your thoughts to suit the sensitivities of those who claim perpetual harm. And if you don’t? You are cast out. Labeled dangerous. Silenced.

How grotesquely inverted we have become: those who speak plainly are condemned, while those who collapse theatrically into moral fainting couches are elevated.

Truth is not always comfortable. It was never supposed to be. Knowledge has always required resilience-intellectual, emotional, and cultural. Without it, we are left with polite lies, curated speech, and an ever-expanding glossary of forbidden words and thoughts.

It is not brave to demand protection from ideas you dislike.
It is not virtuous to confuse discomfort with injustice.
It is not oppression to hear something you disagree with.

We cannot build a society on the shifting sands of hypersensitivity. The cost is too high: intellectual honesty dies first, followed by creativity, followed eventually by freedom itself.

I do not accept the premise that speech must be cleansed to suit the lowest emotional denominator in the room. I will not genuflect to the modern cult of harm-avoidance, which sees danger in every disagreement and trauma in every raised eyebrow.

I would rather live in a world where I am occasionally offended than in one where I am never truly allowed to speak.

The world is not a nursery.
Adults do not need permission to think.
And truth does not require your comfort to exist."
422,0,"I'll be the asshole and say its not my job to make her less lonely.   But its highly irritating that every time I'm in the kitchen for more than two minutes she comes out of her room to do something.  If it happened occasionally, cool.  But every time? 

She works from home abd doesn't seem to have friends.  She has a daughter in another state. Her constantly trying to interact with me makes me want to interact with her less because sometimes I just want to decompress after 12  hours at work straight no break. "
423,3,"I (24F) am stuck in a loveless relationship with my boyfriend (25M). 

I started dating my boyfriend about 4 years ago during undergrad. Although we knew each other in high school, we reconnected later during COVID. At the start, we did everything together. The rose tinted glasses were extremely pink, and I thought I would marry him. We come from similar cultures with similar ambitions and goals. He has some amazing traits — he’s extremely responsible with a great career. At 23, he managed to buy property by saving up his scholarship money in undergrad. He’s also incredibly smart and dedicated. 

I admired those things about him so much, and I fell so deeply. 

However, at that time, I carried a lot of trauma from my upbringing. Although our cultures were similar, our childhoods were extremely different. Within my home, my dad abused substances and often disowned me. I want to explain that I was never a bad kid. I graduated second in class during high school and received a full ride to the best school in my state. I am now in law school, ranked as number 6 in my class. Yet, not only was this never enough for my parents, but I suffered a lot of disrespect and emotional abuse at home. My parents also never encouraged school or academics. I was the one that enrolled my younger brother in college and helped him graduate high school. At one point, my dad even locked me in a garage at night and put his hands around my throat. On the other hand, my boyfriend grew up in a lovely home. His parents encouraged education and protected their kids. They were shielded from substance abuse and all that stuff. 

My point with all of this is I had a lot of issues when we first dated. I was extremely jealous. I was scared I wasn’t enough. I feared he’d leave me. I hated when he went out with friends, and I was convinced his parents hated me. 

Nonetheless, I attended therapy. I started medication, and I overcame many of my issues. I am no longer over reactive and jealous. And, if I feel those emotions rising, I am able to step away. 

Once I healed myself, I started to notice his issues. For example, if he gets extremely frustrated, he will hit walls and throw things across the room. He is also extremely cold to me. We don’t hold hands or kiss or share affection. Furthermore, he is quick to get upset at me for what I consider little things — where I place the remote control ( it had a specific spot), when I get sick and vomit, etc. 

We have two dogs, and I have considered leaving but he won’t let me take them. He treats our dogs like soldiers, and although the dogs are disciplined, they also are expected to act in a very rigid way. At the same time, he ignores my concerns and feeds them human food. The other day he allowed them a lick at chocolate ice cream and emphasized they’ve eaten it 500 times. He has also never hit the dogs hard, but he has hit them when they’ve been bad. He will definitely scream at them and get so upset. 

Sometimes, I feel like my life is a controlled hell. Everything has its place. Everything has a routine. When taxes increase, the amount of rent I paid increased by a proportional percentage to the tax increase. When I got into law school, he told me he considered buying me flowers — he changed his mind once he saw the price tag ( he’s an engineer). If I ask him what he likes about me, he groans and ignores me. 

I sometimes want to leave but he won’t let me take the dogs. I don’t think he can emotionally handle the dogs without me. 

I gained thirty pounds this last semester because of not only my coursework — but the stress I feel. I feel guilty if I don’t do everything he expects from me, even if I’m exhausted. I’m not a dirty person — I just want a break sometimes. 

I don’t know — that’s my vent. 

 
"
424,1,My mom died when I was 20 very traumatically and watching this movie just reminded me how much I miss my mom. Doesn’t help she looked like his mom. I want to tell my mom about getting older and all the stuff she’s missed and for her to see me now and say all the kind things I deserved to hear when I was alive but she would never say. And the worst part is I know if her ghost could talk to me or see me she wouldn’t say the things she should. She’d tell me everything I’m doing wrong how much I’ve disappointed her. I miss her so much and she hated me and it’s not fair. And I know life isn’t fair I know but it hurts so bad. I’d give anything to see her one last time even if it was to tell me I was living a sin. 
425,3,"
At the end of this month my partner of 18 years, who we have 3 kids under 10.  Out the blue, divorced.  I ruined my by stop paying my cards to focus on her debt (so dumb in high sight), get her score up.  She’s rocking solid 789…. While I’m the 500s, having trouble finding a place based on most wanting higher score.

This lump on my hip they I’ve had for 25 yees, all said not to worry.  But it’s grown, and opened up the other day.  Bloody mess. Went to ER then to dermatology.  They cleaned me up good, and took a small biopsy that came back with a rare form of skin cancer, lots of appointments setup already for this.

I started a new job last year that told me it takes around 2 years to build pipeline and start making six figures. 50k-60k expectation.  She said don’t worry about it.  We’re in this together , as she was now working for about 3 months later, she’s telling me divorce, final decision.

So here we are. Less than 2 weeks from needing to be out.   I’m a tad stuck.  Every place that makes sense, decline.  I’m hoping something gives soon 
"
426,1,"Since my family broke up 24 years ago I've had problems caused by the empty feeling of having pointless life. Even though it's all had been worked through, I can still feel the drawback it causing. My first problem was studies. I went from A-grader to C and didn't even care. When I think about it, I can't put my head around the fact that no living adult knowing me did absolutely ANYTHING to fix it. More than that, most of them would mock me for the degradation, as if I was dumb enough to just throw away all the opportunities I used to have. 

I later noticed that this indifference feeling applies to everything: people, work, future, body, you name it. I just couldn't be serious about anything, while knowing that I'm left behind by the dearest people of mine. It's not like I'm enjoying it or I chose it! But people still would give me weird looks and deny my attempts of just having a normal life. Denying jobs, denying friendship and relationships.

Even me having a plan to fix it all, to come back to being a socialized individual, disregarding all the hate they gave me, impresses absolutely no one. I have to keep myself pumped all the time just not to feel down from being an outcast, which damages my health I'm sure. At this point I don't even want appraisal, I want a simple recognition. But noooo. People like me do drugs, steal cars, assault. Some of my friends are already dead before 30 as they never tried to get over of what our families done to us.

Next time there's a criminal on your screen, you may wonder, what did anyone do for him to help him getting out of the life he never asked to be brought into? We all want to be happy, but if you stumble, the others will be happy to kick you to the edge, from where there's no return to be a human. I will come back and have my beautiful wife, a house and children, I will be happy against the world, but the rest is us will be lost for no good reason. They could have been saved if anyone cared."
427,1,"i just feel like i hate myself so much and i dont know what to do. i think i'm a narcissist or something.

i am depressed all the time, i am way overweight and cant lose it without a medication that is too expensive for me. i can't do school, i am always tired at work and im terrible at saving money. my bed room is messy with clothing and garbage. i have no friends and nobody to talk to. 

im always picking fights with my mother or my sister and i talk shit about people i dont like. i sleep all day, i annoy my family everytime i cry by crying too loud. i just picked a fight with my mom for literally no reason and it was huge yelling match. i feel like a terrible person. 

i don't know how to improve myself. i feel like i can't change at all. i don't know what im gonna do. "
428,2,"my cat died and its all my fault (for context: one of our cats got out of our house (without my knowledge) and got attacked by my dog.

I think its my fault because there was a situation where I would have been required to go outside (aka. cleaning up one of my cats poop, and requiring me to get the mop and aka let my cat in) but I was being dependent and told myself, that I can do it tomorrow or others can handle that and when I woke up thats where I got the news that my cat died and I keep thinking to myself that its all my fault, I know it was an accident or I didnt mean to get her ko killed but it still happened

(english is not my first languages btw)"
429,1,"I’m literally 25 years old and I had to end a friendship because she wouldn’t stop talking about how ugly I am. I understand I am below average I’ve been picked on for how I look the moment I hit puberty. I knew I wasn’t going to magically become attractive as an adult but I thought people would at least have the tact to not mention it. I mean every time we hung out she’d make fun of my forehead, eyes, lips and body then eventually it just became “don’t worry, we’ll find you a partner who can stand to look at you.” When I asked her to stop she said “what? I’m just being honest.” Like I fucking get it I’m a huge eyesore WHY does everyone keep pointing it out I promise I’m not gonna forget, Jesus."
430,1,"I currently noticed that I have a terrible habit of comparing myself to others not like it wasn’t present before but I felt like recently it started to interfere with my life.

I think like I always underperform, get easily distracted by anything, veryyyy inconsistent. Socially awkward. Constantly complain, always look sad and exhausted.

I keep comparing myself to others and it makes feel like shit literally all the time. 

I also have very low self confidence

I also sometimes find life very hard, in fact sooo hard to the point where I just want to sleep and escape from everything.

I just want to go to the nature and experience mother nature and experience a more peaceful environment cause where I live in the capital it’s 24/7 busy and chaos and too many things happening.
I also to travel abroad and experience new places.
Those things will make me happy.

Whenever things get tough I get urges to play video games even though I know it’s not the best solution.


"
431,2,"I'm nauseous and in mild pain constantly and it really feels like it's ruining my life rn. I have a long break from uni and I just want to be able to hang out with my friends, go to bars, go on dates, and go to events, but most of the time I'm just way too sick. I can't even predict when I'll be too sick, so I can't make plans with friends, or even work a job, so I'll probably have to spend most of the next 6 weeks just sitting in my room. Honestly do not know how to deal with this :("
432,2,"Some nights, I end up dreaming about my ex-girlfriend—the one I cheated on. Sometimes, the dreams involve us getting back together, or they feel like an alternate universe where we never broke up or I never cheated on her. I can’t quite explain that last part, but when I see her in these dreams, I feel overwhelmed with guilt. I feel so damn guilty that I don’t even know what to say to her; I just stand there, stuttering over my words. 

I want to apologize, but deep down, I know that won’t fix anything. I believe she hates me, even if she never said it outright. I can’t accept that she forgave me that easily and offered to be friends; there’s just no way she truly forgave me. I’m confused about why she would even suggest friendship after everything that happened, especially since it’s been almost a year—though I’ve lost track of time.

I just want these dreams to stop. I want her to stop haunting my thoughts. I don’t know what it all means—whether it’s my guilt or my inner thoughts manifesting in these dreams. I just don’t know."
433,2,So lately I've been thinking a lot about my sexuality and how i feel about things. I'm slowly starting to realize that I'm pretty sure I'm graysexual. It feels a little weird to say it but it explains a lot and I'm also a bit comfortable with it at the same time. I've been stressing out about it a bit though because i feel like people are going to judge me for it or I'm not going to be able to be in healthy relationships because so many people my age are sexual and a lot of people in general are very sexual and i just don't really feel the same. I feel this weird sense of inner turmoil and it's kind of eating away at me. i feel somewhat ashamed of it and i don't know how to feel. am i weird for being graysexual? i just don't really know how to feel.
434,0,everyday i walk into work im constantly boggled at the horrible eating habits of my type 1 diabetic co worker. she starts her day off with an extra large scooters drink that’s either a red bull infusion or some sweet concoction. she consistently eats microwaveable meals that certainly have little nutrients to gain then tops it off with a second scooters drink in the afternoon with maybe a burger king meal snuck in there but then complains that she has no energy and feels tired and listless throughout the day. i want to just yell at her to maybe pack a ham and cheese sandwhich and go just make better nutritional choices. it doesn’t concern me what she does for her health but she has two kids and i want to see her do better not only for her health but for her family 
435,1,"this is just a vent for me as I process some difficult emotions.

yesterday, my (F20) iphone got destroyed over a dumb mistake that I made. I'll spare the details, but there is no way of turning it on to transfer any information to another phone. I am *so* blessed to be in a position to have insurance coverage that allows me to get a replacement phone within the week, and I recognize that this is an important time to reflect on the privilege that I have to be able to have my phone completely replaced and to use other devices in the interim for work.

at the same time, I am grappling with losing all of my pictures and videos that were unable to be backed up into the cloud (the 5 GB of storage apple gives did not save any of the pictures from the last year. and I unfortunately did not come up with a back up plan).

i started a new relationship, finished my sophomore year of college, went to concerts, spent time with friends, and all of these pictures are gone. i know that this is entirely my fault, but I just need to get this out there.

there's a certain grief i am feeling, almost as if all of these memories are somehow ""gone"" even when I know that they are not. it's hard to accept that I almost have to start entirely over again in some weird symbolic way. my grandfather also passed away a couple years ago, and I had a voicemail from him that I would listen to sometimes on days that I particularly missed him or wanted to remember his voice.

in the aftermath of these things being gone for what seems like forever, it makes me realize how much i relied on these non-physical or tangible ""objects"" to ground me in times of stress or grief or sadness or anything in between. i feel like i have lost a MASSIVE part of myself from losing these things, even if they don't erase any of the memories actually made when they were taken.

i know there will always be more opportunities to take more pictures, have a better back up plan, and be more present in the moment. all of this just called to mind for me the need for me to truly take CARE of the things i cherish and to hold onto memories just a little bit tighter.

even if no one sees this, it felt SO much better getting it out there and formulating my thoughts "
436,0,"Context: Im part of a friend group of 5 (me include), 4 guys 1 girl. Their names will be M, W, D, C 

W is just tiring

In general he's a chill, socially awkward guy, very smart and Autistic 

He's a chronic complainer, like I mean constantly complaining: playing a game like deepwoken? He complains about the developers and the ping. We're at school and he's gotten homework? He's gonna complain about the teachers and the education system as a whole 

Don't get me wrong I'm fine with complaints but oh my goodness 

I'm not even kidding, he's a coding guy it's a obsession of his, but recently in the past couple weeks I can't remember the last time he's mentioned anything about python or Java or Lua 

Like it's so annoying to listen to his complaints to the point that my brain just switches off, like recently the entire group was doing a DND and things got too chaotic (powerscaling issues) as such M wanted to restart the session a little so we could fix this, D  tries convincing him to just let it happen and then we'll fix it later, but W just starts complaining about all the issues that M's DND sessions have in spite of the fact of the fact that he's never attempted to be a DM ever in his life
 I have been DM 3 times, C has been DM 2-4 times, D has been DM roughly 6-8 times and M has been DM like 10 or so times. This entire time W has never been a DM, in fact D even calls him out on this but low and behold W just keeps complaining.

And I know he's generally a good dude but sometimes he just needs to learn to shut the fuck up

He's always putting his headspace in that of a negative one and it's tiring because ultimately everyone is just tryna chill and have fun

And it's not to say he doesn't suck out all the energy out of us but the times he does it's just hard to deal with 

It's not even like he can't get social cues, he's had many friends before us

And it really paints a weird picture for me because me, C, M and D are always tryna better ourselves everyday even if only a little and he seems to be stuck in this one perpetual cycle 
D and M both have depression, and D has ADHD yet they still try to power through and make the most of it
 
Makes me feel like a dick to just say it here, doesn't even feel coherent, hell I, I don't know if I'm just tweaking, just want him to stop 

Y'all ever get people like this?"
437,0,Demi sexuality is probably not the best name for what it is but STILL. Demi is NOT bisexuality! It’s actually really nuanced Asexuality! That’s all! Not even gay adjacent or by default. Why do people not put in the work before talking about stuff?
438,1,"I knew that she will going to leave sooner or later and I'll just be a memory or just someone she knew in the past.
I just didn't want to live my life without her, she was my everything.
it hurts to see how happy she's now with someone else.
I'm not envying her for being happy i just wanted her to be happy with me not someone else.
Now I'm back to the same place i was in before we met, just more disappointed than before."
439,3,"I usually cook for the house.   I don't mind it but i always ask my fiance whay he wants and just make that.  If the other don't want it we have other things they can eat.  

Today my fiance said he wanted to cook since I had made dinner the last two nights.   He wanted to treat me.  He asked what I wanted and I said smash patties sounded good.  He talked to his uncle and now we're grilling.   Cool.  I say I want a thick one medium rare.  He acts like I asked him to turn the beef into chicken.   He says he can't make it like that.   He can't even attempt it.   Well he goes to the store and comes back with chips I don't like and baked beans.    

I realize he isn't cooking for me.   He is cooking for his uncle and my opinion never mattered.   What I wanted for dinner was am afterthought.   He could have gotten any other sides, ones he knows I like.  But no.  Baked beans and gross chips.  I have an air fyer.  Why didn't he get fries? 

"
440,1,"I like how I can keep making some choices that only hold me down or how I just can't move past things that occurred.

Few months ago my ex compared me to his ex. He confessed not being over her and how he felt like, I could be worth it cause my breast size was bigger than that of hers.
He wanted to get over her and be with me but won't go a week without mentioning her.
He couldn't move past her.
I hate how I saw my future with him. 
I hate myself for giving him all my firsts.
I feel used for my body for temporary pleasure.
I tried everything to be with him. I loved him so much. But my value is the sack of fat and glands on my chest.

I hate how I was the only one fighting. I hate I was the only one compromising. 

I asked him to just cut her off. But he couldn't it was easier for him to be with a fantasy than me. 
I can't sleep. I can never be enough. I can never be her.
If I had more would he love me?
If I was prettier? If I was nicer?

If I had ghosted him twice like she did, would he have loved me?
If I had listened to my family and not be with him would he have loved me?

If I gave him his firsts will he do?

I don't feel deserving of anything, I feel like a fool who bowed down so much for him. I never asked for anything except just him. 
And I was wrong.
I made a mistake. 
I always do.

I always care too much.
I always bow so low.
I just listen too much.

I listened to my ex ranting about his ex , love of his life. I listened to my 12th grade boyfriend telling me exactly how he lost his virginity down to how he moved and how he came. I just listened cause I didn't wanna hurt him or sound uptight. I was so hurt. 
I always make bad choices in men. I hate this. I hate everything.

I tried being someone I wanted.
I am dumb but I am done.

"
441,2,"All my friends, relatives, and people in my life know this, so the internet can as well. I don't care who sees it. I'm just scared and wanna talk about it. 

So two years ago, my mom had a nasty fall and has slowly been losing her ability to walk. We thought it was something simple she was going through, and we'd be able to see her get better. But we were wrong. A few months ago, I found out my mom has ALS. It's also known as Lou Gehrig's disease. In the simplest of terms, she's gonna lose all motor function in her body and either die choking to death or from losing the ability to breathe. 

ALS affects everyone differently, but the life expectancy is typically 2 to 5 years. It's been two years already, which means I have more time with her, but I'm 19. I turn 20 in October, but I'm gonna lose my mom before I'm thirty. Like what is this messed up shit. Why did this shit happen? Why do I have to lose my mom? 

  
This shit isn't fair and it makes me so depressed. I'm so scared to lose her. "
442,1,"I have tried every diet, I've worked out. But I'm still chubby/fat. I'm not dangerously obese or anything but it really just makes me uglier. 
I have an extremely annoying voice,like everytime I hear myself talk I want to strangle myself. I have stretch marks and a chubby face.

Sometimes I'll see a pretty girl or boy and I'll want to ask for their number but I js KNOW that I'll get rejected. I really wish I was pretty enough to talk to people but I js can't. 

Anyways sorry for wasting y'alls time!


(I am 16F btw)"
443,3,"So this is probably gonna be a long one and I'll try not to delete this one like I've done to my other posts. I (19F) have been feeling like something from my past won't leave me alone even when I thought I had moved on. This is about a past guy that I liked, not just a crush but a guy I REALLY liked. So this guy (18M), let's call him James, was in my Spanish class in my second year of Gymnasium (I live in Sweden so it is kinda our high school, we have 3 years of it) and as soon as I walked into the classroom and saw him, I felt like he was going to have some kind of significance in my life that year, whether that be a crush or something else. He was my type, however, during that time I had a crush on some other guy. Sooner or later, that crush faded away (Around Aug 2023) and this feeling of James being my crush grew stronger ever since. I eventually got a crush on him two months later (Oct 2023) but I still hadn't talked to him. During Nov 2023, after we had our week long Fall break, we had a Spanish test two weeks after the break. So around the week of the test, I saw him and his friend studying Spanish in the Library which I had planned to do too. So I nervously approached the friend (knew him from debate club) and asked him how studying went. Later on, us three got into a conversation that lasted around 40 min I'm guessing because I had to go to class and they had lunch. Ever since that day, he started saying hi to me in the hallways and started talking to me more in Spanish class. I thought it was unexpected bc I felt like I didn't do anything to make him start doing this bc the conversation wasn't even that personal or anything that would indicate anything. But whatever, he started doing so and I couldn't be mad bc my literally crush was talking to me. There was a lot of things in between (ask me if u want any context bc I feel like otherwise this will get too long) that could have indicated that in some sort of way, he has some interest in me. I didn’t specifically think romantic but some kind of interest that I felt was a suspicious amount for the amount of time I knew him and how little I interacted with him.

Later on, after we came back from our three week long Christmas break and a start of a new term, he started acting weirdly distant. He stopped talking to me, he stopped saying hello to me, not being very friendly, etc. I felt like he was doing this hot and cold thing as he some times acted like he did before but then went back to avoiding me the next time he saw me. This went on for at least 3 months (Jan-March 2024) before I had have enough of this and completely started avoiding him. Since then, both of us avoided each other and never talked to each other again. 

However, this year during late February, right before one of our other week long break, he did something to break this avoidance streak. Basically, I had missed my math lesson the day of and so I went to meet with my math teacher to catch up on the things I missed that lesson. We were sitting in the student room (a collective room for anyone to be in) and James had his lesson in there right before me and my math teacher came into the room. We were sitting against the wall with my math teacher sitting infront of me and he was just sitting on the same long sofa as me but a few meters away. A person came in and talked to my math teacher about some video she recorded and I later on asked about it. She briefly explained what it was but then I turn my head bc James start to try to explain to me more about the video. After almost a year of avoiding each other, he comes back with this? I was feeling annoyed and kind of infuriated that this is how he is choosing to break this streak so I just chose not to acknowledge what he said and asked my math teacher about it and she said some things but he jumped in again. At that point, I just stopped and went back to doing my work. Ever since that day, I felt this weird shift in him. It was not a bad shift but like just a shift of how he was. His eyes didn't glare at me anymore, instead his gaze reminded me of how he was during Oct 2023. I got really weirded out but I had so much school things to do as this was my last year. I also later got to find out through a common friend (18M) that James was also planning on going into the same university as me during this period of time where I felt this shift. I didn't think too much of it but atp I just really wanted to get rid of him from my life bc I had had enough.

 In May, 2 weeks before we were going to graduate, we had a party that was also on my birthday. It was a party that his and two other classes (one of the classes being my friends' class) planned as a last party before we graduate. I went there with my friends and I knew he was gonna be there.I was just dancing and having fun with my friends until later in the night where I felt this shift in his behaviour again. Before, in the beginning of the party, he was acting all normal so I didn't really care. But later on, after midnight, he started acting weird. Before or around that time, my friend told me that they had been noticing that James has been staring at me a lot. At that point I really hadn't noticed more than a few glances because he was looking around the venue. So I was like ok, weird but it's wherever, people can look at whoever they want to sometimes. But later on in the evening, I started to see him everywhere. I mena yk we were in the same venue so I could easily say that about everyone there, but I saw him in the way of he was always just a few meters away from me. Like it felt like even if I wasn't seeking him out, he was there. Everywhere I went, he was there. Even when I went outside for air, him and his friendgroup was there everytime I went out. Atp I was growing tired of seeing him everywhere but I was not gonna lest that ruin my birthday night and a fun time with friends. The thing that tipped me over was that he just kept on bumping into my friends when we were dancing and then later on kept on bumping into me even after I had moved away.

Everything g has just been building up and I have this weird gut feeling that he's not gone for good. I feel like he's not done being in my life yet and that there is something that's gonna happen but idk what it is. Idk if it is just me not moving on or if this is a genuine gut feeling. Like this gut feeling is so strong for me atp that idk what to do bc right now I rather not contact him and ask him ""what happened?"" because he has done enough damage on me for me to know that it is not my responsibility to take that step right now. But yes, just here to vent. I'll keep this up even if it doesn't get much attention or interaction bc I really needed to get this out. "
444,0,"It seems that everyone feels that living a truly happy life is impossible, but it’s not. There are people who are living freely, without insecurities and fear and anxiety. You don’t have to be angry all the time. You need to stop victimizing yourself so much and deflate that huge ego. "
445,3,"Being this way isn't cute or ""quirky"" it seriously has held me back. 

I'm insecure about my weight and figure. I'm afraid to approach my crush (I'm in limerance) and I'm stuck in a loop. I either want to be seen, or not. It's like I want both. I can't even make eye contact with a guy without my heart having palpitations at just the thought of any sort of contact. I also set my self up for self sabotage. I keep putting off my weighloss goals and in turn punish myself by saying ""not until I reach my goal weight then I'll approach him"" mentality. Well...it's been 3 years, and I've only gained. 

I just want to scream and get out of here!"
446,3,"Even worse are that a bunch are related to my long distance relationship and were shows or stuff me and my partner enjoyed. 

My laptop died while I was away from keyboard and I couldn't risk opening the 5 browser windows I had at the moment that the prompt came up due to needing to take care of something more urgent, and it didn't let me access the area of the page I needed to. So, I exitted the prompt that says ""restore tabs from previous session?"". I didn't realize I would literally not just I'll have lost my one and only chance of recovering them, because later I decided I'd go through my internet history to manually try and recover them, and realized, some of those pages were incredibly older (more than a year) and won't be stored, and nothing is pulled up. Actually the only things available in my search history are- infuriatingly- specifically the pages I viewed and closed, while I was cleaning and reducing the number of tabs I had open.

I'm not the type of person who goes ""Oh, I probably will be depressed if I lose this page someday and I totally know that literally my entire internet history is only backed up for so and so time, I should favorite and bookmark this"". I feel like a total disappointment and I'm not feeling better by talking about it with my partner. Besides that, I've been incredibly conscious about who I am, and how my internet experiance used to demonstrate my interests, and I was working really hard on trying to look more at stuff that aligns with who I am, but now I feel like just self-destructively closing every tab I already have and just accept I don't know what I'm into or who I am anymore."
